id,establishments,%chg_lq_estabishments
36291,646,19.79
36292,656,19.75
36293,656,19.39
36294,666,19.25
36295,666,19.35
36296,344,20.94
36297,336,21.57
36298,342,21.14
36299,336,21.68
36300,332,21.95
36301,334,22.05
36302,336,22.28
36303,336,22.21
36304,336,22.5
36305,336,22.81
36306,330,23.63
36307,334,23.53
36308,340,23.4
36309,336,23.96
36310,340,23.98
36311,342,24
36312,348,23.75
36313,1636,7.76
36314,1654,7.74
36315,1634,7.8
36316,1642,7.82
36317,1612,7.94
36318,1608,8.02
36319,1600,8.17
36320,1590,8.26
36321,1578,8.39
36322,1578,8.49
36323,1586,8.58
36324,1600,8.56
36325,1586,8.71
36326,1580,8.82
36327,1592,8.85
36328,1602,8.86
36329,1604,8.9
36330,1218,25.88
36331,1228,25.9
36332,1228,26.26
36333,1248,26.06
36334,1226,26.64
36335,1224,26.56
36336,1242,26.54
36337,1228,26.73
36338,1230,26.86
36339,1234,26.11
36340,1246,25.87
36341,1244,25.97
36342,1244,26.37
36343,1248,25.46
36344,1252,25.58
36345,1240,25.99
36346,1252,25.69
36347,664,19.22
36348,658,19.02
36349,656,19
36350,650,19.33
36351,634,20.33
36352,636,20.49
36353,648,20.47
36354,626,21.04
36355,620,21.5
36356,614,21.99
36357,618,21.68
36358,600,21.89
36359,596,22.05
36360,594,22.41
36361,606,21.62
36362,584,23.06
36363,590,22.97
36364,1932,10.51
36365,1964,10.45
36366,2022,10.17
36367,2006,10.32
36368,2000,10.3
36369,2028,10.11
36370,2042,10.2
36371,2104,11.92
36372,2130,12.09
36373,2116,12.3
36374,2162,12.33
36375,2256,11.99
36376,2288,11.96
36377,2326,12.06
36378,2366,12.02
36379,2430,11.88
36380,2478,11.75
36381,1232,17.3
36382,1228,17.49
36383,1234,17.36
36384,1254,17.27
36385,1216,17.61
36386,1204,17.95
36387,1216,17.97
36388,1220,17.96
36389,1224,18.14
36390,1228,18.04
36391,1240,18.23
36392,1232,18.45
36393,1232,18.65
36394,1236,19.07
36395,1240,19.33
36396,1262,19.42
36397,1290,19.15
36398,6352,4.98
36399,6372,4.99
36400,6470,4.93
36401,6560,4.94
36402,6470,4.95
36403,6594,4.93
36404,6670,4.94
36405,6714,4.91
36406,6736,4.95
36407,6776,4.95
36408,6872,4.85
36409,7080,4.79
36410,7188,4.78
36411,7414,4.73
36412,7574,4.71
36413,7814,4.65
36414,7970,4.61
36415,3434,7.7
36416,3436,7.55
36417,3472,7.48
36418,3468,7.44
36419,3428,7.49
36420,3438,7.5
36421,3450,7.58
36422,3420,7.64
36423,3446,7.68
36424,3472,7.73
36425,3492,7.8
36426,3534,7.74
36427,3558,7.76
36428,3558,7.73
36429,3558,7.81
36430,3588,7.69
36431,3612,7.7
36432,1540,11.4
36433,1550,11.43
36434,1576,11.24
36435,1598,11.2
36436,1602,11.35
36437,1620,11.35
36438,1634,11.43
36439,1616,11.51
36440,1614,11.66
36441,1664,11.37
36442,1664,11.55
36443,1698,11.5
36444,1730,11.43
36445,1784,11.28
36446,1816,11.44
36447,1834,11.32
36448,1864,11.22
36449,708,17.7
36450,714,17.24
36451,720,17.06
36452,728,17.35
36453,722,17.96
36454,712,18.37
36455,714,18.61
36456,748,20.76
36457,748,21.02
36458,748,21.31
36459,746,21.93
36460,732,21.69
36461,750,21.46
36462,766,21.32
36463,770,21.47
36464,774,21.93
36465,772,22.11
36466,202,30.81
36467,196,31.98
36468,190,32.74
36469,190,33.06
36470,202,31.25
36471,198,31.57
36472,188,33.69
36473,192,32.93
36474,192,33.37
36475,194,32.87
36476,196,33.22
36477,200,32.82
36478,204,32.57
36479,202,33.34
36480,204,33.44
36481,204,33.66
36482,202,34.14
36483,11840,3.84
36484,11980,3.8
36485,12096,3.79
36486,12196,3.8
36487,12178,3.78
36488,12334,3.78
36489,12488,3.79
36490,12536,3.8
36491,12616,3.81
36492,12684,3.86
36493,12814,3.85
36494,13194,3.82
36495,13430,3.8
36496,13758,3.84
36497,13958,3.81
36498,14346,3.74
36499,14552,3.72
36500,222,27.03
36501,228,26.59
36502,226,26.76
36503,228,26.8
36504,228,26.83
36505,226,27.34
36506,224,28.02
36507,228,30.71
36508,236,30.13
36509,236,30.55
36510,236,31.09
36511,238,31.06
36512,244,30.7
36513,252,30.16
36514,252,30.5
36515,256,30.24
36516,260,29.99
36517,4500,11.45
36518,4542,11.42
36519,4552,11.31
36520,4572,11.26
36521,4550,11.34
36522,4610,11.41
36523,4636,11.44
36524,4634,11.37
36525,4702,11.37
36526,4734,11.45
36527,4804,11.61
36528,4870,11.55
36529,4924,11.52
36530,5004,11.54
36531,5056,11.46
36532,5032,11.57
36533,5096,11.51
36534,4844,8.09
36535,4888,8.1
36536,4908,8.04
36537,4920,8.13
36538,4868,8.12
36539,4906,8.13
36540,4908,8.27
36541,4864,8.31
36542,4854,8.42
36543,4866,8.43
36544,4896,8.6
36545,5004,8.51
36546,5066,8.45
36547,5158,8.51
36548,5200,8.52
36549,5284,8.53
36550,5356,8.47
36551,220,32.94
36552,228,32.12
36553,224,32.55
36554,222,33.15
36555,212,34.67
36556,218,34.13
36557,218,34.71
36558,214,35.19
36559,206,36.97
36560,208,37.15
36561,210,37.48
36562,220,35.29
36563,226,34.8
36564,228,34.93
36565,234,34.51
36566,240,32.53
36567,242,34.06
36568,820,16.27
36569,818,16.43
36570,836,16.09
36571,846,16.08
36572,856,15.25
36573,860,15.33
36574,858,15.59
36575,844,15.79
36576,860,15.71
36577,806,16.85
36578,804,17.17
36579,838,16.66
36580,848,16.67
36581,850,16.82
36582,856,16.91
36583,886,16.49
36584,894,16.46
36585,3006,7.66
36586,3026,7.57
36587,3052,7.51
36588,3050,7.56
36589,3058,7.44
36590,3056,7.51
36591,3064,7.59
36592,3058,7.59
36593,3098,7.59
36594,3108,7.66
36595,3120,7.76
36596,3238,7.54
36597,3300,7.5
36598,3364,7.48
36599,3398,7.49
36600,3480,7.23
36601,3564,7.14
36602,2004,9.55
36603,2016,9.56
36604,2024,9.52
36605,2074,9.42
36606,2032,9.59
36607,2034,9.66
36608,2022,9.84
36609,2004,9.89
36610,1994,10.04
36611,1994,10.15
36612,1996,10.13
36613,1994,10.2
36614,1996,10.28
36615,2012,10.34
36616,2050,10.44
36617,2084,10.42
36618,2104,10.4
36619,1598,9.35
36620,1624,9.29
36621,1670,9.08
36622,1688,9.07
36623,1696,9.13
36624,1708,9.16
36625,1706,9.29
36626,1674,9.4
36627,1676,9.43
36628,1688,9.56
36629,1690,9.69
36630,1770,9.39
36631,1778,9.46
36632,1810,9.42
36633,1842,9.39
36634,1878,9.4
36635,1918,9.3
36636,382,21.31
36637,384,20.49
36638,390,20.15
36639,398,20.8
36640,390,21.21
36641,386,21.64
36642,398,20.62
36643,390,20.93
36644,392,21.11
36645,392,21.39
36646,396,21.6
36647,402,21.45
36648,404,21.59
36649,400,22.07
36650,400,22.33
36651,402,22.37
36652,408,22.18
36653,278,21.31
36654,276,20.41
36655,268,20.87
36656,270,20.92
36657,274,22.35
36658,274,22.58
36659,282,22.35
36660,266,23.49
36661,266,23.8
36662,266,24.13
36663,266,24.6
36664,270,23.95
36665,276,23.74
36666,280,23.75
36667,280,24.02
36668,282,24.01
36669,282,24.15
36670,3482,8.62
36671,3490,8.77
36672,3498,8.71
36673,3488,8.79
36674,3428,8.92
36675,3410,8.94
36676,3438,8.99
36677,3406,8.97
36678,3396,9.09
36679,3426,9.14
36680,3428,9.3
36681,3472,9.11
36682,3476,9.19
36683,3506,9.23
36684,3554,9.22
36685,3564,9.11
36686,3578,9.12
36687,1596,9.19
36688,1604,9.23
36689,1606,9.2
36690,1602,9.28
36691,1594,9.32
36692,1600,9.38
36693,1624,9.4
36694,1620,9.39
36695,1616,9.52
36696,1630,9.57
36697,1628,9.73
36698,1640,9.74
36699,1656,9.56
36700,1674,9.59
36701,1682,9.65
36702,1714,9.56
36703,1742,9.48
36704,6796,7.56
36705,6822,7.55
36706,6824,7.54
36707,6918,7.47
36708,6934,7.36
36709,6986,7.34
36710,7064,7.33
36711,7128,7.26
36712,7264,7.24
36713,7356,7.15
36714,7588,7.17
36715,7686,7.15
36716,7802,7.14
36717,7854,6.74
36718,7928,6.71
36719,7936,6.74
36720,8008,6.72
36721,2400,8.37
36722,2422,8.38
36723,2418,8.36
36724,2424,8.42
36725,2394,8.5
36726,2370,8.65
36727,2410,8.65
36728,2410,8.68
36729,2404,8.8
36730,2400,8.91
36731,2388,9.07
36732,2396,9.1
36733,2424,9.12
36734,2452,9.13
36735,2478,9.14
36736,2528,9.15
36737,2586,9.04
36738,330,23.11
36739,342,21.56
36740,340,21.6
36741,342,21.68
36742,334,23.19
36743,328,23.83
36744,332,23.94
36745,330,23.08
36746,322,23.92
36747,324,24.11
36748,332,24.04
36749,328,24.47
36750,334,24.33
36751,336,24.54
36752,334,24.95
36753,328,25.54
36754,330,25.53
36755,220,42.16
36756,218,42.89
36757,214,43.05
36758,226,41.3
36759,222,42.07
36760,222,41.19
36761,214,37.71
36762,214,37.59
36763,210,38.79
36764,216,38.3
36765,218,38.63
36766,220,37.14
36767,220,37.57
36768,220,38.63
36769,218,39.46
36770,218,39.7
36771,216,40.29
36772,142,36.55
36773,140,34.95
36774,142,34.36
36775,142,34.7
36776,142,37.11
36777,144,37.04
36778,144,37.63
36779,142,38.02
36780,138,39.59
36781,138,40.15
36782,138,40.93
36783,152,37.62
36784,150,38.51
36785,152,38.51
36786,152,38.99
36787,158,37.81
36788,158,38.01
36789,280,19.22
36790,282,20.45
36791,276,20.8
36792,274,21.12
36793,270,21.45
36794,274,21.38
36795,278,21.45
36796,286,20.83
36797,284,21.23
36798,284,21.52
36799,282,22.04
36800,286,21.91
36801,292,21.74
36802,296,21.73
36803,294,22.12
36804,290,22.52
36805,290,22.64
36806,498,18.44
36807,506,17.64
36808,508,17.54
36809,512,17.57
36810,516,17.48
36811,500,18.16
36812,498,18.74
36813,506,19.65
36814,504,19.97
36815,510,20.02
36816,510,20.38
36817,512,20.44
36818,510,20.74
36819,528,20.34
36820,538,20.23
36821,552,19.89
36822,560,19.74
36823,564,20.82
36824,574,20.66
36825,576,20.56
36826,586,20.62
36827,568,21.25
36828,568,21.46
36829,564,21.95
36830,550,22.17
36831,536,22.99
36832,544,22.99
36833,546,23.33
36834,562,22.88
36835,558,23.28
36836,554,23.73
36837,558,23.85
36838,564,24.12
36839,574,23.88
36840,1296,16.27
36841,1290,16.48
36842,1298,16.11
36843,1282,16.43
36844,1268,16.65
36845,1276,16.73
36846,1280,16.94
36847,1288,17.26
36848,1274,17.66
36849,1278,17.84
36850,1278,18.09
36851,1302,17.63
36852,1310,17.72
36853,1308,17.88
36854,1322,17.91
36855,1326,18.08
36856,1328,18.14
36857,280,28.49
36858,272,28.28
36859,278,28.01
36860,280,28.08
36861,288,28.58
36862,290,28.7
36863,290,29.16
36864,288,29.25
36865,286,29.83
36866,286,30.25
36867,282,29.98
36868,284,31.28
36869,284,31.62
36870,288,31.64
36871,292,31.63
36872,302,31.93
36873,306,31.69
36874,440,28.11
36875,446,28
36876,456,27.32
36877,460,27.35
36878,458,26.77
36879,452,26.72
36880,454,27.33
36881,454,27.24
36882,464,27.04
36883,468,27.2
36884,470,28.29
36885,486,27.62
36886,494,27.5
36887,510,27.06
36888,522,26.79
36889,528,26.68
36890,536,26.47
36891,1944,11.32
36892,1948,11.56
36893,1942,11.9
36894,1952,12.02
36895,1938,12.04
36896,1964,12.02
36897,1978,12.18
36898,2004,12.02
36899,2026,12.04
36900,2060,12.03
36901,2090,12.09
36902,2136,11.78
36903,2166,11.94
36904,2188,11.93
36905,2222,11.72
36906,2198,11.9
36907,2236,11.79
36908,2390,9.73
36909,2396,9.92
36910,2382,10.02
36911,2392,10.06
36912,2392,10.18
36913,2384,10.3
36914,2402,10.39
36915,2406,10.45
36916,2372,10.63
36917,2394,10.68
36918,2396,10.84
36919,2440,10.75
36920,2462,10.78
36921,2480,10.83
36922,2508,10.85
36923,2538,10.8
36924,2558,10.75
36925,1174,9.31
36926,1170,9.68
36927,1190,9.54
36928,1196,9.57
36929,1200,9.56
36930,1192,9.69
36931,1190,9.84
36932,1150,10.09
36933,1156,10.16
36934,1160,10.26
36935,1156,10.45
36936,1184,10.31
36937,1178,10.45
36938,1198,10.44
36939,1200,10.52
36940,1198,10.87
36941,1226,10.73
36942,468,25.38
36943,478,25.09
36944,480,24.93
36945,478,25.26
36946,480,25.22
36947,480,26.09
36948,478,26.63
36949,484,26.22
36950,474,26.46
36951,470,27.68
36952,466,28.41
36953,476,28.06
36954,472,28.87
36955,478,28.89
36956,476,29.35
36957,484,29.75
36958,482,30.04
36959,376,24.1
36960,386,23.43
36961,388,22.98
36962,394,22.86
36963,416,21.79
36964,416,22.03
36965,422,22.09
36966,434,22.6
36967,428,23.18
36968,420,23.9
36969,424,24.09
36970,440,23.47
36971,444,23.52
36972,436,24.2
36973,426,25.02
36974,434,26.11
36975,440,25.94
36976,1892,13.82
36977,1898,13.88
36978,1912,13.75
36979,1924,13.79
36980,1904,13.93
36981,1928,13.92
36982,1922,14.17
36983,1928,15.16
36984,1924,15.38
36985,1916,15.71
36986,1960,15.9
36987,1988,15.81
36988,2018,15.83
36989,2052,15.81
36990,2120,15.53
36991,2118,15.23
36992,2142,15
36993,1320,11.63
36994,1326,11.93
36995,1340,11.77
36996,1356,11.5
36997,1346,11.21
36998,1354,11.26
36999,1348,11.47
37000,1356,11.47
37001,1362,11.56
37002,1374,11.63
37003,1382,11.77
37004,1412,11.62
37005,1422,11.67
37006,1452,11.62
37007,1470,11.63
37008,1510,11.95
37009,1544,11.8
37010,1528,9.21
37011,1534,9.25
37012,1554,9.15
37013,1572,9.13
37014,1572,9.22
37015,1586,9.24
37016,1592,9.34
37017,1572,9.33
37018,1566,9.46
37019,1572,9.55
37020,1586,9.86
37021,1646,9.63
37022,1668,9.62
37023,1684,9.65
37024,1718,9.59
37025,1758,9.66
37026,1774,9.43
37027,456,18.2
37028,464,17.34
37029,458,17.49
37030,456,17.71
37031,458,17.67
37032,460,18.53
37033,472,18.39
37034,466,17.9
37035,470,18
37036,460,18.86
37037,464,19.05
37038,478,19.34
37039,480,19.47
37040,486,18.73
37041,480,18.87
37042,496,19.08
37043,498,19.13
37044,2168,7.55
37045,2166,7.6
37046,2204,7.5
37047,2212,7.53
37048,2188,7.6
37049,2200,7.64
37050,2248,7.61
37051,2248,7.59
37052,2232,7.58
37053,2230,7.67
37054,2246,7.74
37055,2290,7.59
37056,2334,7.55
37057,2420,7.65
37058,2496,7.55
37059,2566,7.88
37060,2616,7.79
37061,1410,16.77
37062,1446,16.54
37063,1454,16.41
37064,1460,16.49
37065,1466,16.47
37066,1468,16.61
37067,1470,16.84
37068,1522,17.98
37069,1526,18.24
37070,1530,18.54
37071,1546,18.69
37072,1588,18.38
37073,1626,18.16
37074,1670,17.95
37075,1664,18.22
37076,1698,18.3
37077,1718,18.21
37078,1104,14.56
37079,1106,14.64
37080,1106,14.89
37081,1104,15.05
37082,1112,14.97
37083,1120,15.03
37084,1128,15.16
37085,1140,14.97
37086,1148,15.07
37087,1156,15.29
37088,1170,15.41
37089,1196,15.22
37090,1198,15.36
37091,1214,15.38
37092,1210,15.59
37093,1204,15.76
37094,1210,15.78
37095,802,13.42
37096,824,13.62
37097,842,13.36
37098,838,13.53
37099,820,13.4
37100,818,13.55
37101,796,14.09
37102,788,14.17
37103,784,14.4
37104,784,14.57
37105,774,14.97
37106,798,14.69
37107,804,14.75
37108,834,14.44
37109,840,14.51
37110,832,14.71
37111,840,14.67
37112,520,14.84
37113,528,14.77
37114,528,14.68
37115,520,15.02
37116,502,15.52
37117,504,15.61
37118,508,15.74
37119,504,15.79
37120,508,15.88
37121,514,15.93
37122,516,16.17
37123,522,16.11
37124,512,16.55
37125,508,16.87
37126,512,16.95
37127,518,16.12
37128,524,16.67
37129,564,13.23
37130,572,13.37
37131,574,13.33
37132,572,13.49
37133,570,13.55
37134,566,13.77
37135,566,13.97
37136,576,13.72
37137,576,13.9
37138,588,13.83
37139,602,13.75
37140,620,13.51
37141,632,13.43
37142,658,13.11
37143,678,13.32
37144,702,13.66
37145,716,13.52
37146,1788,11.86
37147,1808,12.03
37148,1820,11.94
37149,1842,11.92
37150,1858,11.83
37151,1866,11.9
37152,1862,12.09
37153,1862,12.06
37154,1866,12.18
37155,1866,12.17
37156,1858,12.39
37157,1928,12.1
37158,1936,12.19
37159,1976,12.03
37160,2016,11.95
37161,2034,11.89
37162,2052,11.86
37163,740,17.82
37164,740,17.8
37165,748,17.64
37166,748,17.51
37167,734,17.82
37168,734,18
37169,730,18.38
37170,738,18.15
37171,736,18.41
37172,736,18.66
37173,736,18.77
37174,736,18.73
37175,738,18.73
37176,750,18.64
37177,754,18.94
37178,762,19.12
37179,776,18.93
37180,3034,10.23
37181,3070,10.31
37182,3082,10.24
37183,3072,10.34
37184,3048,10.39
37185,3064,10.44
37186,3072,10.6
37187,3066,10.67
37188,3060,10.81
37189,3064,10.98
37190,3054,11.23
37191,3096,11.13
37192,3096,11.19
37193,3144,11.19
37194,3158,11.22
37195,3174,11.14
37196,3202,11.05
37197,514,22.55
37198,502,22.56
37199,508,22.29
37200,500,22.59
37201,502,22.3
37202,502,22.53
37203,508,22.65
37204,516,22.28
37205,510,22.8
37206,516,22.87
37207,518,23.18
37208,516,22.81
37209,526,22.66
37210,532,22.7
37211,540,22.05
37212,538,22.27
37213,552,21.89
37214,366,23.13
37215,364,22.5
37216,362,22.56
37217,370,22.65
37218,370,23.6
37219,374,23.61
37220,372,23.78
37221,368,23.28
37222,358,23.83
37223,356,24.29
37224,342,24.16
37225,350,23.83
37226,348,24.22
37227,354,24.14
37228,362,23.93
37229,376,24.13
37230,380,24.03
37231,430,21.87
37232,430,22.04
37233,434,21.82
37234,432,22.12
37235,434,22.06
37236,428,22.56
37237,432,22.73
37238,428,22.85
37239,436,23.04
37240,436,23.36
37241,436,23.78
37242,444,23.55
37243,450,23.53
37244,454,23.63
37245,446,24.29
37246,460,23.75
37247,460,23.88
37248,56334,3.89
37249,56706,3.88
37250,57276,3.85
37251,57676,3.85
37252,57214,3.86
37253,57714,3.87
37254,58362,3.88
37255,57986,3.87
37256,58104,3.9
37257,58634,3.91
37258,59400,3.94
37259,60882,3.91
37260,61546,3.9
37261,62926,3.86
37262,64166,3.85
37263,65258,3.83
37264,66252,3.83
37265,194,24.66
37266,192,25.1
37267,194,26.47
37268,190,27.23
37269,182,28.38
37270,180,28.98
37271,182,29.14
37272,184,28.75
37273,192,28.01
37274,192,28.4
37275,200,27.91
37276,204,27.59
37277,210,27.15
37278,212,27.29
37279,212,27.62
37280,218,27.09
37281,216,27.48
37282,1514,13.81
37283,1516,13.89
37284,1534,13.81
37285,1530,13.96
37286,1522,14.04
37287,1498,14.15
37288,1514,14.16
37289,1508,14.4
37290,1508,14.49
37291,1524,14.86
37292,1548,14.93
37293,1570,14.85
37294,1596,14.79
37295,1604,14.91
37296,1642,14.76
37297,1666,14.67
37298,1688,14.59
37299,1134,17.91
37300,1128,18.15
37301,1128,18.06
37302,1124,18.28
37303,1094,18.75
37304,1098,18.88
37305,1098,19.18
37306,1102,19.06
37307,1100,19.33
37308,1098,19.63
37309,1096,19.72
37310,1118,19.49
37311,1116,19.73
37312,1132,19.76
37313,1140,19.85
37314,1136,20.4
37315,1142,20.42
37316,1372,13.46
37317,1360,13.75
37318,1360,13.64
37319,1370,13.77
37320,1368,13.72
37321,1402,13.56
37322,1426,13.65
37323,1434,13.56
37324,1462,13.58
37325,1468,13.92
37326,1480,14.04
37327,1516,13.86
37328,1522,13.86
37329,1542,13.87
37330,1562,13.87
37331,1568,14
37332,1596,13.85
37333,612,17.86
37334,618,17.31
37335,618,17.23
37336,622,17.1
37337,626,17.02
37338,616,17.43
37339,620,17.61
37340,606,17.72
37341,602,18.04
37342,606,17.58
37343,626,17.6
37344,638,17.43
37345,644,17.67
37346,670,17.29
37347,676,17.13
37348,712,16.68
37349,712,16.2
37350,4044,6.68
37351,4066,6.7
37352,4114,6.64
37353,4146,6.67
37354,4090,6.7
37355,4104,6.77
37356,4114,6.84
37357,4120,6.83
37358,4152,6.86
37359,4174,6.91
37360,4194,6.99
37361,4268,6.94
37362,4308,6.86
37363,4392,6.89
37364,4444,6.89
37365,4490,6.88
37366,4582,6.82
37367,712,16.84
37368,710,17.03
37369,710,17.41
37370,714,17.47
37371,720,17.36
37372,718,17.59
37373,728,17.65
37374,732,17.5
37375,738,17.13
37376,734,16.78
37377,748,16.82
37378,760,16.69
37379,752,17.03
37380,752,16.75
37381,766,16.68
37382,758,16.95
37383,768,16.83
37384,2048,14.38
37385,2066,14.39
37386,2060,14.42
37387,2048,14.62
37388,2056,14.93
37389,2048,14.96
37390,2090,14.92
37391,2060,15.71
37392,2062,15.72
37393,2062,15.76
37394,2070,16.18
37395,2074,16.26
37396,2076,16.41
37397,2088,16.54
37398,2090,16.64
37399,2130,16.23
37400,2150,16.19
37401,2262,12.98
37402,2272,13.13
37403,2302,13.03
37404,2326,13.06
37405,2320,13.08
37406,2348,13.18
37407,2330,13.46
37408,2310,13.57
37409,2310,13.75
37410,2314,13.75
37411,2302,14.03
37412,2340,13.87
37413,2326,13.89
37414,2352,14.07
37415,2372,14.19
37416,2396,13.82
37417,2422,13.95
37418,2854,7.94
37419,2864,7.86
37420,2868,7.81
37421,2880,7.86
37422,2848,7.81
37423,2840,7.89
37424,2848,7.97
37425,2812,8.04
37426,2806,8.14
37427,2802,8.24
37428,2798,8.37
37429,2828,8.36
37430,2832,8.41
37431,2904,8.35
37432,2930,8.24
37433,2966,8.11
37434,2988,8.09
37435,512,23.44
37436,516,24.14
37437,520,23.87
37438,522,24.01
37439,516,23.65
37440,526,23.49
37441,520,23.45
37442,540,25.5
37443,534,26.1
37444,540,26.18
37445,546,26.4
37446,552,26.32
37447,552,26.61
37448,542,27.4
37449,558,26.29
37450,570,27.21
37451,574,27.18
37452,242,27.02
37453,242,28.66
37454,246,28.06
37455,240,27.76
37456,228,27.67
37457,224,28.44
37458,222,29.14
37459,222,29.05
37460,218,29.94
37461,218,30.37
37462,216,31.26
37463,212,32.03
37464,210,32.67
37465,220,31.74
37466,222,31.85
37467,218,32.61
37468,220,32.51
37469,204024,2.76
37470,207054,2.76
37471,210518,2.75
37472,215774,2.74
37473,217684,2.73
37474,222564,2.73
37475,226382,2.7
37476,229618,2.7
37477,235918,2.7
37478,240972,2.7
37479,247746,2.7
37480,254214,2.68
37481,260100,2.68
37482,264356,2.67
37483,269126,2.65
37484,270692,2.67
37485,275374,2.68
37486,3864,6.69
37487,3836,6.77
37488,3880,6.7
37489,3938,6.71
37490,3898,6.71
37491,3940,6.69
37492,3958,6.75
37493,3948,6.8
37494,3930,6.84
37495,3934,6.89
37496,3982,6.94
37497,4090,6.81
37498,4156,6.8
37499,4232,6.71
37500,4284,6.74
37501,4394,6.77
37502,4460,6.8
37503,1036,15.27
37504,1026,15.85
37505,1034,15.84
37506,1046,15.54
37507,1040,15.32
37508,1046,15.39
37509,1038,15.62
37510,1030,15.79
37511,1018,16.16
37512,1028,16.23
37513,1040,16.34
37514,1050,16.43
37515,1042,16.59
37516,1046,16.75
37517,1056,16.79
37518,1052,16.77
37519,1064,16.7
37520,1408,12.72
37521,1404,12.84
37522,1412,12.76
37523,1402,12.94
37524,1426,12.45
37525,1440,12.48
37526,1446,12.62
37527,1444,12.45
37528,1410,12.84
37529,1414,12.97
37530,1416,13.17
37531,1452,12.9
37532,1458,13.07
37533,1470,13.05
37534,1500,12.87
37535,1520,13.02
37536,1516,13.1
37537,2276,7.59
37538,2284,7.78
37539,2296,7.73
37540,2318,7.73
37541,2258,7.74
37542,2240,7.86
37543,2242,7.95
37544,2262,8
37545,2258,8.1
37546,2250,8.22
37547,2264,8.3
37548,2274,8.32
37549,2282,8.37
37550,2330,8.33
37551,2380,8.28
37552,2408,8.29
37553,2440,8.26
37554,1112,12.67
37555,1112,13.08
37556,1132,13.99
37557,1148,14.05
37558,1134,13.92
37559,1150,13.89
37560,1160,14
37561,1156,14
37562,1156,14.17
37563,1164,14.26
37564,1158,14.57
37565,1192,14.29
37566,1198,14.39
37567,1194,14.27
37568,1200,14.05
37569,1194,14.3
37570,1196,14.7
37571,376,24.78
37572,372,24.94
37573,370,25.27
37574,370,25.52
37575,366,25.8
37576,360,26.48
37577,362,26.43
37578,356,26.75
37579,356,27.11
37580,358,26.99
37581,356,26.98
37582,352,26.92
37583,352,27.21
37584,352,27.55
37585,358,27.45
37586,362,28.25
37587,362,28.01
37588,45046,3.14
37589,45150,3.14
37590,45608,3.12
37591,45922,3.13
37592,45484,3.13
37593,45878,3.14
37594,46186,3.15
37595,46104,3.15
37596,46176,3.16
37597,46602,3.17
37598,47218,3.17
37599,48390,3.15
37600,49052,3.13
37601,50234,3.12
37602,51040,3.12
37603,51992,3.12
37604,52820,3.1
37605,1572,7.5
37606,1576,7.56
37607,1562,7.59
37608,1558,7.67
37609,1560,7.67
37610,1570,7.7
37611,1584,7.74
37612,1606,7.64
37613,1616,7.69
37614,1610,7.79
37615,1634,7.82
37616,1666,7.75
37617,1712,7.68
37618,1750,7.7
37619,1810,7.58
37620,1958,7.18
37621,2020,7.06
37622,2544,6.21
37623,2546,6.25
37624,2570,6.19
37625,2606,6.18
37626,2584,6.21
37627,2572,6.29
37628,2596,6.32
37629,2608,6.29
37630,2596,6.37
37631,2596,6.55
37632,2596,6.66
37633,2682,6.41
37634,2738,6.37
37635,2778,6.37
37636,2816,6.37
37637,2882,6.27
37638,2922,6.24
37639,546,22.1
37640,552,21.86
37641,556,21.62
37642,546,22.17
37643,536,22.79
37644,530,22.71
37645,536,22.84
37646,540,22.62
37647,536,22.83
37648,544,22.83
37649,544,23.29
37650,558,22.91
37651,558,23.15
37652,558,23.48
37653,562,23.61
37654,570,23.34
37655,582,23.03
37656,7550,4.93
37657,7612,4.89
37658,7634,4.87
37659,7774,4.88
37660,7842,4.85
37661,7962,4.79
37662,8038,4.82
37663,8124,4.69
37664,8322,4.71
37665,8532,4.7
37666,8730,4.7
37667,8996,4.62
37668,9218,4.55
37669,9372,4.47
37670,9528,4.47
37671,9494,4.48
37672,9646,4.45
37673,648,16.37
37674,650,16.98
37675,656,16.82
37676,652,17.08
37677,650,16.63
37678,654,16.89
37679,618,15.65
37680,624,15.66
37681,620,15.94
37682,626,16.01
37683,622,16.35
37684,622,16.47
37685,614,16.84
37686,614,17.39
37687,614,17.6
37688,622,17.49
37689,618,17.68
37690,1650,10.6
37691,1650,10.68
37692,1658,10.61
37693,1654,10.72
37694,1652,10.76
37695,1644,10.9
37696,1642,11.07
37697,1626,11.12
37698,1626,11.24
37699,1622,11.41
37700,1628,11.55
37701,1656,11.46
37702,1664,11.27
37703,1688,11.26
37704,1698,11.32
37705,1694,11.49
37706,1718,11.41
37707,3298,11.03
37708,3296,11.01
37709,3304,11.03
37710,3340,11.12
37711,3312,11.12
37712,3364,10.99
37713,3382,11.12
37714,3398,10.87
37715,3456,10.96
37716,3494,10.89
37717,3550,11.04
37718,3622,10.93
37719,3668,10.9
37720,3722,10.62
37721,3740,10.28
37722,3756,10.1
37723,3822,10
37724,37562,3.57
37725,37794,3.58
37726,38008,3.57
37727,38324,3.55
37728,38112,3.55
37729,38512,3.55
37730,38872,3.55
37731,39234,3.52
37732,40064,3.52
37733,40948,3.51
37734,42004,3.53
37735,42934,3.5
37736,43742,3.49
37737,44266,3.47
37738,44926,3.49
37739,44964,3.5
37740,45658,3.53
37741,6508,6.78
37742,6486,6.84
37743,6472,6.83
37744,6524,6.78
37745,6680,6.71
37746,6768,6.7
37747,6846,6.75
37748,7016,6.55
37749,7272,6.43
37750,7464,6.46
