id,establishments,%chg_lq_estabishments
13786,690,14.83
13787,684,15.1
13788,686,15.24
13789,684,15.45
13790,660,15.83
13791,670,15.69
13792,1652,8.36
13793,1646,8.5
13794,1640,8.7
13795,1628,8.82
13796,1652,8.8
13797,1650,8.89
13798,1652,9
13799,1672,8.9
13800,1694,8.9
13801,1714,8.92
13802,1738,8.76
13803,1730,8.84
13804,1740,8.88
13805,1736,8.91
13806,1750,8.95
13807,1738,9.05
13808,1734,9.1
13809,574,17.04
13810,564,16.84
13811,566,17.3
13812,578,17.15
13813,566,18.9
13814,568,18.82
13815,566,19.17
13816,562,19.15
13817,566,19.29
13818,566,18.99
13819,564,18.53
13820,570,18.5
13821,566,18.8
13822,558,19.29
13823,558,19.5
13824,546,20.02
13825,534,20.52
13826,35854,5.8
13827,36214,5.81
13828,36474,5.82
13829,36568,5.88
13830,36656,5.87
13831,36978,5.91
13832,37098,5.97
13833,37210,6.01
13834,37652,6.02
13835,38022,6.05
13836,38644,6.04
13837,39352,6.06
13838,40198,6.05
13839,40528,6.11
13840,40458,6.18
13841,40062,6.24
13842,40252,6.26
13843,5078,7.82
13844,5138,7.81
13845,5156,7.79
13846,5188,7.78
13847,5132,7.86
13848,5158,7.9
13849,5154,8
13850,5176,7.98
13851,5264,7.97
13852,5290,7.94
13853,5310,8.03
13854,5368,8.05
13855,5430,8.12
13856,5436,8.18
13857,5416,8.27
13858,5352,8.4
13859,5358,8.43
13860,1356,8.56
13861,1370,8.57
13862,1378,8.5
13863,1374,8.59
13864,1374,8.6
13865,1386,8.61
13866,1388,8.81
13867,1408,8.6
13868,1414,8.66
13869,1414,8.77
13870,1418,8.4
13871,1430,8.39
13872,1434,8.45
13873,1428,8.57
13874,1418,8.43
13875,1424,8.71
13876,1428,8.74
13877,366,20.99
13878,370,20.96
13879,380,21.22
13880,380,21.42
13881,372,20.95
13882,374,21.85
13883,366,22.65
13884,368,22.47
13885,374,21.49
13886,376,21.67
13887,370,21.41
13888,374,22.2
13889,372,22.54
13890,378,22.48
13891,374,22.96
13892,370,23.32
13893,370,23.44
13894,770,13.73
13895,774,13.78
13896,788,13.93
13897,792,13.99
13898,790,13.61
13899,794,13.53
13900,800,13.64
13901,790,13.31
13902,796,13.38
13903,786,13.7
13904,790,13.26
13905,794,14.09
13906,792,14.26
13907,786,14.03
13908,798,14.49
13909,784,15.22
13910,782,15.33
13911,11476,4.9
13912,11572,4.85
13913,11580,4.87
13914,11548,4.87
13915,11594,4.81
13916,11594,4.84
13917,11620,4.87
13918,11564,4.87
13919,11618,4.93
13920,11690,4.97
13921,11780,4.98
13922,11942,4.97
13923,12182,4.94
13924,12204,4.93
13925,12242,4.98
13926,12134,5.03
13927,12136,5.05
13928,886,12.6
13929,886,12.37
13930,880,12.4
13931,868,12.65
13932,856,12.82
13933,860,13.22
13934,854,13.51
13935,862,13.35
13936,862,13.52
13937,868,13.62
13938,862,13.09
13939,882,12.91
13940,894,13.32
13941,898,13.43
13942,898,13.58
13943,906,13.55
13944,910,13.58
13945,2988,6.06
13946,3006,6.08
13947,3022,6.16
13948,3016,6.21
13949,3032,6.29
13950,3052,6.3
13951,3058,6.37
13952,3046,6.34
13953,3076,6.39
13954,3092,6.47
13955,3112,6.42
13956,3138,6.41
13957,3154,6.43
13958,3162,6.45
13959,3160,6.51
13960,3166,6.64
13961,3174,6.66
13962,5340,6.44
13963,5312,6.51
13964,5360,6.45
13965,5364,6.49
13966,5436,6.44
13967,5520,6.42
13968,5516,6.55
13969,5590,6.48
13970,5658,6.51
13971,5726,6.52
13972,5796,6.44
13973,5884,6.4
13974,6020,6.35
13975,6110,6.58
13976,6078,6.64
13977,6008,6.69
13978,6028,6.76
13979,858,14.94
13980,872,14.85
13981,872,15.18
13982,886,15.1
13983,884,15.15
13984,882,15.34
13985,886,15.51
13986,888,15.44
13987,894,15.54
13988,902,15.47
13989,918,15.11
13990,904,15.62
13991,912,15.67
13992,926,15.65
13993,930,15.77
13994,906,16.23
13995,892,16.53
13996,370,18.94
13997,368,18.4
13998,384,18.46
13999,402,17.88
14000,398,18.07
14001,398,18.24
14002,396,18.62
14003,396,18.55
14004,398,18.71
14005,394,19.14
14006,394,18.61
14007,396,17.72
14008,402,17.65
14009,392,18.31
14010,386,18.78
14011,384,18.99
14012,388,18.9
14013,874,13.4
14014,876,13.47
14015,880,13.41
14016,886,13.45
14017,884,13.84
14018,890,14.26
14019,898,14.39
14020,876,14.65
14021,888,14.65
14022,896,14.72
14023,896,14.89
14024,910,15.13
14025,924,15.09
14026,914,15.6
14027,900,15.98
14028,890,16.22
14029,896,16.59
14030,416,21.5
14031,420,21.5
14032,434,21.83
14033,436,21.93
14034,438,21.59
14035,440,21.73
14036,446,21.8
14037,442,21.91
14038,446,22.01
14039,440,22.31
14040,436,22.09
14041,438,22.15
14042,440,22.29
14043,436,23.5
14044,430,24.09
14045,434,24.03
14046,434,24.14
14047,1758,10.81
14048,1768,10.84
14049,1774,10.98
14050,1764,11.13
14051,1744,11.24
14052,1752,11.32
14053,1740,11.54
14054,1730,11.73
14055,1776,11.62
14056,1772,11.78
14057,1756,11.77
14058,1762,11.52
14059,1764,11.63
14060,1782,11.64
14061,1762,11.96
14062,1750,12.09
14063,1760,12.08
14064,2260,8.63
14065,2280,8.69
14066,2288,8.8
14067,2328,8.72
14068,2380,8.66
14069,2422,8.67
14070,2442,8.73
14071,2426,8.75
14072,2476,8.78
14073,2512,8.61
14074,2516,8.51
14075,2558,8.45
14076,2622,8.37
14077,2654,8.5
14078,2674,8.54
14079,2694,8.54
14080,2724,8.45
14081,1560,9.26
14082,1572,9.27
14083,1594,9.36
14084,1590,9.24
14085,1606,9.18
14086,1616,9.14
14087,1624,9.24
14088,1608,9.29
14089,1618,9.34
14090,1642,9.33
14091,1638,9.27
14092,1660,9.23
14093,1670,9.27
14094,1682,9.3
14095,1690,9.37
14096,1672,9.58
14097,1684,9.57
14098,382,19.36
14099,376,19.8
14100,376,19.72
14101,376,19.58
14102,362,20.3
14103,362,21.44
14104,364,21.67
14105,362,21.72
14106,364,21.88
14107,370,21.86
14108,370,21.3
14109,366,21.66
14110,362,22.1
14111,364,22.28
14112,368,21.43
14113,368,22.46
14114,364,22.8
14115,2420,9.81
14116,2426,10.01
14117,2422,10.13
14118,2406,10.16
14119,2402,10.36
14120,2406,10.45
14121,2386,10.68
14122,2366,10.71
14123,2368,10.83
14124,2362,10.99
14125,2354,11.04
14126,2366,11.47
14127,2390,11.47
14128,2380,11.48
14129,2382,11.6
14130,2356,11.81
14131,2370,12.11
14132,794,11.62
14133,804,11.59
14134,804,11.52
14135,798,11.7
14136,796,12.31
14137,806,12.14
14138,802,12.36
14139,796,12.41
14140,794,12.59
14141,792,12.33
14142,798,11.57
14143,798,12.03
14144,802,12.09
14145,796,11.83
14146,806,12.32
14147,808,12.36
14148,798,12.54
14149,1468,9.74
14150,1488,9.71
14151,1480,9.87
14152,1464,10.05
14153,1484,10.03
14154,1502,9.94
14155,1486,10.09
14156,1484,10.07
14157,1498,9.88
14158,1508,9.95
14159,1518,9.79
14160,1536,9.76
14161,1550,9.78
14162,1552,9.87
14163,1546,10.22
14164,1522,10.4
14165,1520,10.45
14166,6464,7.24
14167,6460,7.29
14168,6410,7.4
14169,6422,7.4
14170,6466,7.37
14171,6518,7.38
14172,6512,7.49
14173,6494,7.53
14174,6512,7.51
14175,6558,7.6
14176,6582,7.64
14177,6596,7.61
14178,6616,7.65
14179,6686,7.73
14180,6682,7.74
14181,6606,7.8
14182,6598,7.83
14183,484,16.27
14184,484,16.16
14185,488,16.66
14186,486,16.86
14187,484,16.94
14188,478,17.31
14189,472,17.78
14190,460,18.78
14191,466,18.8
14192,468,18.98
14193,464,17.91
14194,462,18.11
14195,480,18.45
14196,478,18.75
14197,474,19.11
14198,456,19.91
14199,458,19.93
14200,996,10.81
14201,986,11.28
14202,1000,11.44
14203,990,11.64
14204,1016,11.53
14205,1016,11.63
14206,1000,11.71
14207,1000,11.67
14208,986,11.59
14209,982,11.79
14210,972,11.7
14211,958,11.91
14212,958,12.05
14213,974,12.02
14214,962,11.86
14215,948,12.07
14216,954,12.07
14217,27930,2.68
14218,28672,2.67
14219,29130,2.68
14220,29562,2.67
14221,30224,2.66
14222,30978,2.67
14223,31704,2.67
14224,32128,2.66
14225,33570,2.65
14226,35412,2.65
14227,36238,2.64
14228,38086,2.63
14229,38128,2.69
14230,39390,2.74
14231,40098,2.72
14232,39824,2.75
14233,40394,2.8
14234,38,2.03
14235,44,2.03
14236,52,2.03
14237,62,2.03
14238,112,5.04
14239,128,7.02
14240,138,16.47
14241,178,11.49
14242,182,14.77
14243,182,14.97
14244,184,15.11
14245,1340,4.9
14246,244,22.55
14247,272,22.12
14248,282,26.24
14249,298,25.11
14250,334,23.86
14251,742,14.2
14252,754,14.1
14253,762,14.09
14254,768,14.11
14255,746,14.5
14256,760,14.41
14257,782,14.27
14258,796,13.25
14259,798,13.39
14260,792,13.25
14261,796,13.83
14262,778,14.6
14263,780,14.71
14264,768,15.51
14265,770,14.97
14266,760,15.23
14267,774,15.49
14268,452,16.9
14269,452,17.04
14270,460,16.71
14271,460,16.86
14272,458,16.95
14273,470,16.73
14274,474,16.85
14275,494,16.21
14276,494,16.41
14277,494,16
14278,492,15.61
14279,482,16
14280,482,16.16
14281,470,15.93
14282,498,15.86
14283,502,16.63
14284,518,16.88
14285,806,14.37
14286,796,14.63
14287,800,14.18
14288,808,14.55
14289,774,15.12
14290,782,15.12
14291,796,15.12
14292,790,15.18
14293,802,14.73
14294,818,15.1
14295,816,14.94
14296,804,15.07
14297,818,15.01
14298,818,15.17
14299,846,14.73
14300,864,14.93
14301,884,15.08
14302,434,20.76
14303,426,21.27
14304,424,21.31
14305,424,21.49
14306,406,23.23
14307,408,23.37
14308,410,23.65
14309,398,23.91
14310,396,24.33
14311,406,23.81
14312,412,23.95
14313,410,24.21
14314,416,24.16
14315,418,24.39
14316,418,24.36
14317,418,24.53
14318,430,24.8
14319,1878,9.81
14320,1870,9.98
14321,1882,9.92
14322,1884,10
14323,1802,10.19
14324,1800,10.29
14325,1830,10.3
14326,1772,10.55
14327,1782,10.61
14328,1782,10.73
14329,1782,10.89
14330,1760,11.26
14331,1768,11.15
14332,1766,11.28
14333,1792,11.22
14334,1778,11.36
14335,1774,11.45
14336,716,11.58
14337,706,11.81
14338,710,11.86
14339,722,11.8
14340,706,12.04
14341,714,12.04
14342,728,12.01
14343,710,12.67
14344,716,12.73
14345,726,12.74
14346,726,12.97
14347,722,13.1
14348,730,12.68
14349,738,12.2
14350,776,12.08
14351,774,13.52
14352,788,13.79
14353,662,18.34
14354,660,18.54
14355,666,18.32
14356,668,18.43
14357,662,18.62
14358,668,18.65
14359,678,18.7
14360,666,18.94
14361,668,19.13
14362,654,18.74
14363,654,19.09
14364,662,19.49
14365,678,19.84
14366,680,19.3
14367,670,19.98
14368,670,19.91
14369,674,19.91
14370,2830,8.83
14371,2826,8.9
14372,2858,8.81
14373,2888,8.75
14374,2814,8.94
14375,2860,8.9
14376,2876,8.98
14377,2858,9.05
14378,2918,8.99
14379,2944,9.09
14380,2956,9.19
14381,2988,9.02
14382,3062,9.15
14383,3082,9.2
14384,3222,8.94
14385,3248,8.93
14386,3346,8.87
14387,180,25.43
14388,176,26.2
14389,176,26.03
14390,178,26
14391,176,28
14392,178,27.98
14393,178,28.45
14394,170,27.82
14395,166,28.81
14396,168,28.9
14397,164,32.06
14398,158,31.1
14399,158,31.44
14400,160,31.46
14401,158,32.23
14402,150,34.04
14403,154,33.37
14404,192,25.84
14405,194,25.83
14406,196,25.49
14407,198,25.5
14408,194,27.74
14409,198,27.52
14410,198,27.97
14411,190,28.97
14412,190,29.36
14413,178,31.64
14414,184,31.28
14415,192,30.27
14416,198,29.75
14417,196,30.42
14418,204,29.39
14419,206,29.32
14420,208,30.79
14421,802,13.72
14422,802,13.82
14423,800,13.8
14424,798,13.95
14425,780,14.09
14426,780,14.23
14427,782,14.42
14428,780,14.4
14429,784,14.52
14430,788,14.25
14431,798,14.18
14432,778,14.75
14433,792,14.68
14434,792,15.27
14435,802,15.04
14436,814,14.93
14437,820,16.12
14438,252,18.11
14439,252,18.27
14440,264,17.46
14441,266,17.5
14442,256,18.13
14443,258,18.18
14444,262,18.21
14445,256,18.05
14446,254,18.42
14447,260,18.29
14448,252,19.15
14449,252,19.28
14450,250,19.63
14451,250,19.89
14452,268,18.9
14453,268,19.01
14454,264,19.38
14455,174,29.3
14456,168,30.53
14457,170,30.1
14458,174,29.73
14459,184,28.27
14460,186,28.28
14461,188,28.47
14462,182,29.25
14463,182,29.64
14464,176,30.29
14465,176,30.85
14466,174,31.41
14467,172,32.09
14468,174,32.16
14469,170,31.35
14470,174,30.87
14471,176,30.7
14472,572,14.11
14473,574,14.18
14474,578,14.05
14475,584,14.04
14476,566,14.45
14477,572,14.45
14478,582,14.45
14479,582,14.41
14480,582,14.59
14481,590,14.08
14482,586,14.41
14483,580,15.18
14484,578,15.38
14485,574,15.1
14486,572,14.51
14487,574,14.55
14488,584,14.41
14489,586,14.28
14490,578,14.57
14491,582,14.42
14492,588,14.43
14493,562,14.8
14494,568,14.81
14495,576,14.86
14496,564,14.47
14497,570,14.52
14498,574,14.61
14499,580,14.74
14500,590,15.16
14501,598,15.13
14502,596,14.81
14503,592,15.06
14504,604,14.88
14505,608,15.41
14506,516,18.91
14507,506,19.42
14508,510,19.18
14509,518,19.09
14510,502,19.66
14511,504,19.8
14512,500,20.25
14513,504,19.79
14514,512,19.77
14515,518,19.83
14516,532,19.05
14517,516,19.71
14518,516,20.02
14519,522,19.35
14520,548,18.74
14521,528,19.5
14522,528,18.97
14523,176,27.74
14524,178,27.67
14525,178,27.62
14526,174,28.48
14527,164,30.15
14528,168,29.8
14529,172,29.62
14530,172,31.29
14531,172,31.71
14532,178,30.42
14533,176,31.28
14534,174,31.84
14535,178,33.33
14536,174,30.75
14537,186,30.27
14538,184,30.75
14539,186,30.61
14540,1510,11.17
14541,1516,11.22
14542,1536,11.26
14543,1544,11.3
14544,1496,11.61
14545,1510,11.83
14546,1514,11.78
14547,1454,12.14
14548,1450,12.23
14549,1456,12.35
14550,1452,12.41
14551,1466,12.48
14552,1500,12.61
14553,1498,12.78
14554,1534,12.12
14555,1566,12.19
14556,1590,12.54
14557,1944,9.79
14558,1922,9.93
14559,1926,9.88
14560,1948,9.88
14561,1922,10.01
14562,1938,10.03
14563,1956,10.09
14564,1944,10.12
14565,1944,10.38
14566,1978,10.37
14567,1970,10.57
14568,1962,10.47
14569,1996,10.43
14570,2022,10.43
14571,2082,10.25
14572,2116,10.16
14573,2156,10.05
14574,272,23.92
14575,268,24.45
14576,270,23.16
14577,272,23.21
14578,274,23.09
14579,276,23.62
14580,274,24.16
14581,270,24.41
14582,274,24.41
14583,276,24.57
14584,272,26.54
14585,272,26.24
14586,276,26.18
14587,272,26.89
14588,276,27.35
14589,272,26.69
14590,276,26.49
14591,1008,14.47
14592,1008,14.59
14593,1016,14.46
14594,1020,14.54
14595,980,14.95
14596,998,14.86
14597,1026,14.74
14598,1024,15.13
14599,1038,15.25
14600,1040,15.43
14601,1048,15.3
14602,1036,15.31
14603,1062,15.74
14604,1052,15.77
14605,1084,15.47
14606,1092,15.77
14607,1118,16.12
14608,394,21.26
14609,404,21.25
14610,398,21.42
14611,400,20.67
14612,402,20.17
14613,406,20.19
14614,408,20.43
14615,398,20.83
14616,400,21
14617,410,20.82
14618,410,21.23
14619,400,20.61
14620,416,21.01
14621,418,21.21
14622,424,21.5
14623,420,21.23
14624,430,21.66
14625,6092,4.64
14626,6078,4.72
14627,6170,4.62
14628,6272,4.56
14629,6024,4.57
14630,6126,4.54
14631,6224,4.55
14632,6180,4.58
14633,6326,4.57
14634,6470,4.6
14635,6554,4.65
14636,6556,4.64
14637,6708,4.61
14638,6802,4.58
14639,7108,4.53
14640,7182,4.61
14641,7410,4.66
14642,276,24.23
14643,270,24.92
14644,268,25.03
14645,272,24.93
14646,254,26.6
14647,260,26.31
14648,262,26.55
14649,252,26.24
14650,256,26.69
14651,252,25.73
14652,248,26.6
14653,248,29.34
14654,248,28.38
14655,248,28.77
14656,248,29.11
14657,254,28.66
14658,252,27.73
14659,172,29.86
14660,168,30.79
14661,168,30.62
14662,170,30.56
14663,158,32.77
14664,160,32.74
14665,162,32.9
14666,164,36.1
14667,164,37.35
14668,164,37.88
14669,166,38.21
14670,170,37.62
14671,168,38.46
14672,166,37.16
14673,174,35.99
14674,172,36.61
14675,176,36.03
14676,2170,8.48
14677,2158,8.57
14678,2174,8.5
14679,2176,8.43
14680,2130,8.63
14681,2148,8.65
14682,2186,8.71
14683,2152,8.79
14684,2156,8.73
14685,2198,8.7
14686,2192,8.85
14687,2172,9.05
14688,2210,9.01
14689,2194,9.14
14690,2226,8.98
14691,2230,9
14692,2240,8.85
14693,374,25
14694,370,24.67
14695,368,24.74
14696,376,24.49
14697,372,24.77
14698,376,24.78
14699,374,25.31
14700,366,25.41
14701,368,25.61
14702,374,25.25
14703,366,26.22
14704,364,27.05
14705,374,27.03
14706,372,26.64
14707,372,27.63
14708,378,27.39
14709,384,27.15
14710,2188,6.76
14711,2158,6.86
14712,2178,6.8
14713,2194,6.81
14714,2146,6.94
14715,2164,6.95
14716,2176,7
14717,2104,6.99
14718,2110,7.04
14719,2124,7.09
14720,2114,7.2
14721,2122,7.23
14722,2144,7.23
14723,2144,7.14
14724,2188,7.07
14725,2216,7.03
14726,2236,7.16
14727,1668,10.74
14728,1644,10.87
14729,1640,10.86
14730,1634,10.8
14731,1590,11.07
14732,1606,11.08
14733,1620,11.16
14734,1610,10.99
14735,1644,10.93
14736,1642,11.08
14737,1630,11.31
14738,1648,11.28
14739,1660,11.33
14740,1668,11.39
14741,1666,11.7
14742,1694,11.78
14743,1732,12.01
14744,1206,11.73
14745,1202,11.95
14746,1202,11.57
14747,1206,11.62
14748,1170,11.3
14749,1188,11.02
14750,1202,11.32
14751,1196,11.34
14752,1220,11.28
14753,1254,11.16
14754,1256,11.6
14755,1240,11.79
14756,1250,11.82
14757,1254,11.94
14758,1342,11.55
14759,1380,11.34
14760,1406,11
14761,1324,11.84
14762,1322,11.95
14763,1356,11.62
14764,1372,11.62
14765,1334,11.39
14766,1352,11.38
14767,1372,11.18
14768,1352,11.05
14769,1384,11.67
14770,1410,11.41
14771,1438,11.43
14772,1434,11.53
14773,1448,11.54
14774,1458,11.84
14775,1460,11.72
14776,1484,11.63
14777,1510,11.64
14778,298,17.54
14779,298,17.68
14780,304,17.29
14781,306,17.35
14782,308,17.28
14783,310,17.35
14784,314,17.42
14785,314,17.37
14786,312,17.69
14787,318,17.63
14788,316,18.07
14789,310,18.5
14790,308,18.8
14791,304,19.27
14792,316,19.25
14793,328,18.75
14794,334,19.54
14795,208,23.89
14796,208,24.11
14797,212,23.53
14798,212,23.75
14799,216,23.38
14800,214,23.83
14801,222,23.41
14802,216,23.92
14803,218,24.03
14804,216,24.58
14805,216,25.07
14806,214,24.86
14807,212,25.95
14808,216,25.85
14809,218,25.94
14810,220,28.87
14811,224,28.52
14812,486,12.05
14813,488,12.1
14814,492,11.99
14815,494,11.45
14816,486,11.63
14817,498,11.5
14818,494,11.75
14819,464,11.69
14820,462,11.88
14821,466,11.66
14822,464,11.9
14823,454,12.48
14824,452,12.64
14825,450,12.84
14826,446,13.08
14827,450,13.77
14828,462,13.54
14829,652,12.44
14830,640,12.73
14831,642,12.65
14832,656,12.01
14833,598,12.99
14834,602,13.04
14835,606,13.17
14836,600,13.23
14837,608,13.26
14838,610,13.39
14839,614,13.54
14840,612,13.07
14841,612,13.2
14842,614,13.31
14843,638,13.64
14844,638,13.72
14845,640,13.75
14846,132,26.68
14847,132,26.91
14848,132,26.78
14849,134,26.66
14850,134,24.19
14851,138,26.26
14852,138,26.68
14853,136,26.97
14854,132,28.09
14855,130,28.89
14856,132,29.04
14857,130,29.64
14858,134,31.54
14859,134,31.94
14860,138,31.44
14861,138,31.64
14862,138,29.42
14863,430,21.23
14864,420,21.88
14865,424,21.58
14866,424,21.77
14867,410,22.47
14868,412,22.6
14869,414,22.87
14870,394,23.85
14871,406,23.82
14872,402,25.14
14873,392,25.44
14874,384,26.1
14875,394,25.77
14876,390,26.39
14877,382,27.21
14878,388,27
14879,400,26.4
14880,192,23.43
14881,194,23.41
14882,194,23.31
14883,188,24.21
14884,194,23.56
14885,200,23.15
14886,198,23.74
14887,198,23.66
14888,200,23.75
14889,202,23.86
14890,204,25.64
14891,204,25.82
14892,206,25.87
14893,198,27.16
14894,206,26.5
14895,208,26.42
14896,208,26.56
14897,422,17.56
14898,420,17.78
14899,418,17.77
14900,418,17.93
14901,408,18.34
14902,408,18.53
14903,408,18.82
14904,414,18.51
14905,418,18.59
14906,416,18.93
14907,410,19.23
14908,398,19.89
14909,410,19.56
14910,414,20.42
14911,424,19.32
14912,434,19.79
14913,444,20.23
14914,1516,8.99
14915,1496,8.95
14916,1516,8.84
14917,1538,8.61
14918,1488,8.86
14919,1504,8.86
14920,1530,8.86
14921,1496,9.19
14922,1516,9.19
14923,1524,9.28
14924,1524,9.42
14925,1530,9.44
14926,1550,9.65
14927,1548,9.77
14928,1622,9.75
14929,1656,9.45
14930,1692,9.72
14931,322,18.16
14932,318,18.52
14933,322,18.24
14934,320,18.51
14935,304,19.41
14936,304,19.6
14937,306,19.81
14938,306,19.74
14939,304,20.11
14940,302,19.48
14941,304,19.73
14942,300,20.1
14943,306,19.95
14944,304,20.34
14945,298,20.94
14946,300,19.66
14947,310,20.25
14948,150,32.88
14949,152,32.75
14950,150,33.05
14951,150,33.38
14952,146,34.29
14953,142,35.58
14954,140,36.66
14955,142,36.05
14956,140,37.02
14957,146,38.21
14958,148,38.43
14959,150,38.22
14960,154,37.71
14961,152,38.64
14962,150,37.43
14963,152,37.2
14964,152,35.23
14965,600,17.52
14966,602,17.61
14967,606,17.41
14968,610,17.46
14969,602,17.69
14970,608,17.71
14971,618,17.74
14972,602,17.89
14973,612,17.85
14974,620,17.89
14975,624,18.63
14976,618,19.12
14977,626,19.11
14978,624,19.19
14979,636,19.52
14980,644,19.42
14981,660,20.09
14982,732,17.87
14983,720,18.28
14984,722,18.17
14985,742,17.68
14986,732,17.51
14987,756,17.18
14988,762,17.17
14989,778,16.65
14990,780,16.82
14991,784,16.51
14992,792,16.66
14993,782,17.13
14994,806,16.85
14995,810,17.33
14996,818,17.2
14997,822,17.45
14998,836,16.91
14999,204,35.47
15000,200,36.47
15001,198,36.56
15002,200,35.08
15003,204,35.92
15004,212,35.02
15005,210,35.92
15006,212,35.47
15007,214,35.63
15008,216,35.84
15009,216,36.61
15010,212,37.52
15011,216,38.75
15012,212,40.02
15013,218,39.46
15014,220,39.38
15015,224,38.63
15016,46420,2.69
15017,46196,2.69
15018,47002,2.67
15019,47938,2.65
15020,46560,2.64
15021,47784,2.63
15022,48920,2.63
15023,48194,2.62
15024,49630,2.63
15025,50944,2.63
15026,51822,2.62
15027,51536,2.64
15028,52582,2.64
15029,53490,2.64
15030,56160,2.62
15031,57094,2.63
15032,58902,2.62
15033,270,19.18
15034,268,19.46
15035,270,19.26
15036,270,19.44
15037,258,20.75
15038,258,20.96
15039,254,20.23
15040,262,19.62
15041,270,19.34
15042,276,19.22
15043,282,19.18
15044,284,19.18
15045,284,18.93
15046,276,19.64
15047,270,19.77
15048,268,18.79
15049,272,18.65
15050,466,23.29
15051,466,23.48
15052,470,23.23
15053,472,22.74
15054,478,22.51
15055,482,22.57
15056,486,22.78
15057,492,23.06
15058,496,23.19
15059,508,23.01
15060,504,23.6
15061,492,24.29
15062,494,24.47
15063,490,24.98
15064,500,24.54
15065,496,24.89
15066,506,25.23
15067,210,25.97
15068,212,25.96
15069,212,25.85
15070,214,25.87
15071,216,25.69
15072,214,26.19
15073,210,27.07
15074,206,28.08
15075,210,27.94
15076,212,28.09
15077,206,29.4
15078,198,31.38
15079,198,31.74
15080,196,31.2
15081,206,30.15
15082,208,28.5
15083,210,29.97
15084,956,14.09
15085,958,13.88
15086,952,13.9
15087,948,14.07
15088,934,14.27
15089,946,14.25
15090,954,14.36
15091,930,14.64
15092,922,14.93
15093,940,14.87
15094,942,15.1
15095,940,15.23
15096,950,15.24
15097,954,15.36
15098,958,15.48
15099,958,15.91
15100,980,16.35
15101,170,22.54
15102,162,23.74
15103,168,22.88
15104,164,21.82
15105,164,23.64
15106,164,23.89
15107,166,22.19
15108,166,22.12
15109,168,22.16
15110,168,22.47
15111,172,22.42
15112,174,22.33
15113,172,22.81
15114,174,22.89
